,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
186,2016051931507,2016-05-06 00:00:00,5/3/2016 19:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Audio/Video,162,Approve in Full
187,2016060331996,2016-05-24 00:00:00,5/8/2016 15:25,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Electronics,115.72,Approve in Full
188,2016060131939,2016-05-19 00:00:00,5/12/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,155.4,Approve in Full
189,2016081733118,2016-07-08 00:00:00,5/17/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,92.03,Approve in Full
190,2016071532762,2016-06-23 00:00:00,5/26/2016 7:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Travel Accessories,175,Approve in Full
191,2016072732873,2016-06-29 00:00:00,5/27/2016 14:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Food & Drink,61.96,Approve in Full
192,2016071332632,2016-06-15 00:00:00,6/7/2016 4:06,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,289.29,Approve in Full
193,2016072832891,2016-06-29 00:00:00,6/11/2016 6:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,100,Approve in Full
194,2016090133429,2016-07-19 00:00:00,6/13/2016 13:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Accessories,32.95,Approve in Full
195,2016071332631,2016-06-15 00:00:00,6/14/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Other,54,Approve in Full
196,2016081033008,2016-07-06 00:00:00,6/27/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Other,77,Approve in Full
197,2016082633347,2016-07-18 00:00:00,6/30/2016 7:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,40,Approve in Full
198,2016081533070,2016-07-05 00:00:00,6/30/2016 16:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing,70,Approve in Full
199,2016082433283,2016-07-14 00:00:00,7/12/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,11.77,Approve in Full
200,2016092033654,2016-07-28 00:00:00,7/16/2016 7:28,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,135.05,Approve in Full
201,2016091533567,2016-07-18 00:00:00,7/16/2016 19:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,200,Approve in Full
202,2016092333779,2016-08-01 00:00:00,7/24/2016 13:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Musical Instruments & Accessories,50,Approve in Full
203,2016012928629,2016-01-14 00:00:00,1/2/2016 7:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Home Decor,0,-
204,2016012528528,2016-01-13 00:00:00,1/6/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,-
205,2016012728597,2016-01-13 00:00:00,1/9/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Food & Drink,0,-
206,2016012828625,2016-01-13 00:00:00,1/11/2016 10:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Documents,0,-
207,2016021228875,2016-01-25 00:00:00,1/17/2016 7:55,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,227.55,-
210,2016030429353,2016-02-11 00:00:00,1/20/2016 17:45,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,-,-
211,2016040530344,2016-03-20 00:00:00,2/11/2016 5:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
212,2016042830928,2016-04-11 00:00:00,3/14/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
213,2016071532735,2016-07-15 00:00:00,6/12/2016 9:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
214,2016091333538,2016-07-22 00:00:00,7/3/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,-,-
215,2016110135422,2016-09-26 00:00:00,8/31/2016 12:45,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,elry & Watches; Jewelry & Watches; Jewelry & Wat,-,-
216,2016102435054,2016-09-13 00:00:00,9/9/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Clothing,-,-
217,2016022329035,2016-01-25 00:00:00,1/15/2016 15:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,es; Computer & Accessories; Cosmetics & Groomin,0,-
218,2016021928984,2016-01-27 00:00:00,1/24/2016 11:15,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Electronics,0,-
219,2016011428319,2016-01-04 00:00:00,1/1/2016 11:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Toys & Games,0,Deny
220,2016032329990,2016-03-09 00:00:00,1/3/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
221,2016031129623,2016-02-22 00:00:00,1/12/2016 8:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,0,Deny
222,2016022529104,2016-02-03 00:00:00,1/15/2016 15:58,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,0,Deny
223,2016030429347,2016-02-09 00:00:00,1/16/2016 15:43,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
224,2016022929209,2016-02-04 00:00:00,1/18/2016 7:10,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
225,2016022529136,2016-02-01 00:00:00,1/27/2016 20:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,aggage/Cases/Purses; Currency; Other; Other; Oth,0,Deny
226,2016040530342,2016-03-20 00:00:00,1/28/2016 9:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,0,Deny
227,2016031029593,2016-02-24 00:00:00,1/30/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
228,2016022529123,2016-02-25 00:00:00,1/30/2016 11:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Clothing; Clothing; Clothing,0,Deny
229,2016042630833,2016-04-04 00:00:00,1/31/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
230,2016051931482,2016-05-03 00:00:00,2/4/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
231,2016041930653,2016-03-30 00:00:00,2/8/2016 8:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,0,Deny
232,2016031529755,2016-02-26 00:00:00,2/13/2016 8:35,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Cameras,0,Deny
233,2016031529759,2016-02-26 00:00:00,2/15/2016 18:34,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
234,2016032330023,2016-03-09 00:00:00,2/21/2016 14:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Food & Drink,0,Deny
235,2016042630822,2016-04-06 00:00:00,2/23/2016 5:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,"s/Purses; Books, Magazines & Other; Clothing; Ho",0,Deny
238,2016032229959,2016-02-29 00:00:00,2/24/2016 18:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,0,Deny
239,2016032530065,2016-03-11 00:00:00,2/25/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Clothing; Medical/Science; Travel Accessories,0,Deny
240,2016042630841,2016-04-06 00:00:00,2/25/2016 8:05,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
241,2016032930202,2016-03-15 00:00:00,2/27/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,ing; Cosmetics & Grooming; Food & Drink; Food &,0,Deny
242,2016031829869,2016-03-07 00:00:00,2/27/2016 6:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Medical/Science; Personal Accessories,0,Deny
243,2016032129917,2016-03-04 00:00:00,2/28/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
244,2016031729835,2016-03-04 00:00:00,2/29/2016 8:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,0,Deny
245,2016031529767,2016-02-29 00:00:00,2/29/2016 23:45,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Incidentals,0,Deny
246,2016040530375,2016-03-21 00:00:00,3/2/2016 10:15,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
247,2016041930610,2016-04-19 00:00:00,3/2/2016 15:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Hunting & Fishing Items,0,Deny
248,2016052631781,2016-05-12 00:00:00,3/3/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
249,2016042130724,2016-04-04 00:00:00,3/3/2016 7:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
250,2016041930619,2016-03-30 00:00:00,3/3/2016 13:45,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,& Grooming; Cosmetics & Grooming; Cosmetics &,0,Deny
251,2016040430302,2016-03-17 00:00:00,3/5/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
252,2016033030222,2016-03-14 00:00:00,3/7/2016 9:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Home Decor,0,Deny
253,2016032530067,2016-03-11 00:00:00,3/9/2016 9:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Sporting Equipment & Supplies,0,Deny
254,2016033030221,2016-03-21 00:00:00,3/16/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
255,2016042630838,2016-04-06 00:00:00,3/17/2016 12:15,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,ics & Grooming; Currency; Jewelry & Watches; Per,0,Deny
256,2016050531097,2016-04-19 00:00:00,3/24/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
257,2016050931172,2016-04-20 00:00:00,3/25/2016 6:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
258,2016050531081,2016-04-19 00:00:00,3/27/2016 20:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
259,2016051931492,2016-05-05 00:00:00,3/28/2016 18:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
260,2016042030688,2016-04-04 00:00:00,3/29/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
261,2016041130463,2016-04-04 00:00:00,3/31/2016 10:35,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
262,2016042630851,2016-04-07 00:00:00,3/31/2016 13:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,/Cases/Purses; Clothing; Clothing; Computer & Ac,0,Deny
263,2016042630819,2016-04-08 00:00:00,4/1/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing; Clothing; Travel Accessories,0,Deny
266,2016042130736,2016-04-05 00:00:00,4/2/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
267,2016052731810,2016-04-11 00:00:00,4/2/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
268,2016061032160,2016-05-26 00:00:00,4/10/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
269,2016050931141,2016-05-09 00:00:00,4/10/2016 11:45,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
270,2016052531756,2016-05-11 00:00:00,4/10/2016 12:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Travel Accessories,0,Deny
271,2016052731819,2016-04-13 00:00:00,4/11/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,0,Deny
272,2016052631773,2016-05-16 00:00:00,4/11/2016 4:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
273,2016050531082,2016-04-19 00:00:00,4/11/2016 14:30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,0,Deny
274,2016051031189,2016-04-21 00:00:00,4/13/2016 10:40,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
275,2016060632028,2016-05-23 00:00:00,4/23/2016 10:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
276,2016051631374,2016-04-26 00:00:00,4/25/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
277,2016051331321,2016-04-28 00:00:00,4/25/2016 9:30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
278,2016060231958,2016-05-19 00:00:00,4/30/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
279,2016052331639,2016-05-10 00:00:00,5/1/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Home Decor,0,Deny
280,2016053131892,2016-05-31 00:00:00,5/1/2016 11:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny
281,2016051731410,2016-05-03 00:00:00,5/1/2016 11:45,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories,0,Deny
282,2016060131934,2016-05-19 00:00:00,5/8/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
283,2016060332003,2016-05-25 00:00:00,5/9/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Clothing,0,Deny
284,2016052531715,2016-05-23 00:00:00,5/9/2016 10:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
285,2016060932138,2016-05-24 00:00:00,5/10/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
286,2016060632029,2016-05-23 00:00:00,5/10/2016 9:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Personal Accessories,0,Deny
287,2016053131903,2016-05-20 00:00:00,5/13/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
288,2016060932133,2016-06-02 00:00:00,5/14/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
289,2016060331984,2016-05-20 00:00:00,5/16/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Audio/Video,0,Deny
290,2016080132920,2016-06-29 00:00:00,5/17/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing; Food & Drink,0,Deny
291,2016061032167,2016-05-26 00:00:00,5/22/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Currency,0,Deny
294,2016072532844,2016-06-28 00:00:00,5/25/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
295,2016062032312,2016-06-07 00:00:00,5/27/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,thing; Clothing; Clothing; Clothing; Clothing; Clothi,0,Deny
296,2016062432386,2016-06-08 00:00:00,5/28/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
297,2016062832477,2016-06-10 00:00:00,5/28/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other; Sporting Equipment & Supplies,0,Deny
298,2016072532845,2016-06-27 00:00:00,5/29/2016 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
