,Claim Number,Date Received,Incident D,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
187,2015032721557,2015-03-27,2015-03-17,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
188,2015033021596,2015-03-30,2015-03-13,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Clothing,0,Deny
189,2015040121673,2015-03-31,2015-03-06,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
190,2015040121682,2015-04-01,2015-02-20,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,-,69.12,Approve in Full
191,2015040321730,2015-04-03,2015-03-06,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Other,122.74,Approve in Full
192,2015040321748,2015-04-03,2015-03-05,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Other,0,Deny
193,2015040721778,2015-04-03,2015-02-24,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
194,2015041021841,2015-04-08,2015-03-27,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
195,2015041621950,2015-04-13,2015-03-22,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,-,0,Deny
196,2015041621958,2015-04-13,2015-03-29,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
197,2015041621964,2015-04-13,2015-04-10,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,-,-,-
198,2015041421911,2015-04-14,2015-03-12,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Clothing,32,Approve in Full
199,2015041421922,2015-04-14,2015-04-14,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
200,2015042022014,2015-04-15,2015-03-30,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
201,2015042122064,2015-04-15,2015-04-07,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
202,2015042422112,2015-04-16,2015-03-30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
203,2015041721973,2015-04-17,2014-07-15,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,0,Deny
204,2015042322089,2015-04-20,2015-04-15,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
205,2015042822151,2015-04-21,2015-04-01,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
206,2015042822160,2015-04-21,2015-04-01,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Currency; Home Decor; Jewelry & Watches; Other; Toys & Games",-,-
207,2015042722119,2015-04-27,2015-04-09,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
208,2015050122257,2015-04-28,2015-04-22,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
209,2015050522308,2015-04-28,2015-04-05,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
210,2015042922215,2015-04-30,2015-04-18,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Other,112.44,Approve in Full
211,2015050822427,2015-05-04,2015-04-29,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,17.97,Approve in Full
212,2015050822414,2015-05-05,2015-04-27,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Electronics,79,Approve in Full
213,2015051322512,2015-05-05,2015-04-22,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
214,2015051122459,2015-05-06,2015-04-09,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing; Clothing,0,Deny
215,2015050822377,2015-05-08,2015-04-08,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Personal Electronics,0,Deny
216,2015052222703,2015-05-12,2015-05-01,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Tools & Home Improvement Supplies,0,Deny
217,2015051422520,2015-05-14,2015-03-22,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Other,115,Approve in Full
218,2015051422527,2015-05-14,2015-04-05,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,555.8,Approve in Full
219,2015051922602,2015-05-14,2015-05-10,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Food & Drink; Sporting Equipment & Supplies,0,Deny
220,2015051922604,2015-05-14,2015-05-11,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other",25,Approve in Full
221,2015052922873,2015-05-16,2015-04-24,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Home Decor,300,Approve in Full
222,2015060122874,2015-05-16,2015-05-08,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Clothing,0,Deny
223,2015052822802,2015-05-18,2015-05-12,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,"Books, Magazines & Other; Clothing; Cosmetics & Grooming; Food & Drink; Other",0,Deny
224,2015052822803,2015-05-18,2015-05-03,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,0,Deny
225,2015051922591,2015-05-19,2015-02-15,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Personal Accessories,0,Deny
226,2015052122660,2015-05-19,2015-05-10,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
227,2015052622733,2015-05-19,2015-04-01,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Jewelry & Watches,0,Deny
228,2015052022615,2015-05-20,2015-04-15,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories; Other,-,-
229,2015052622762,2015-05-26,2015-04-30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
230,2015052922842,2015-05-26,2015-04-22,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Other,-,-
231,2015052922845,2015-05-26,2015-03-29,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
232,2015052922851,2015-05-26,2015-04-03,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
233,2015052922868,2015-05-26,2015-05-17,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Personal Electronics,0,Deny
234,2015052922869,2015-05-26,2015-05-08,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,75,Approve in Full
235,2015060122879,2015-05-26,2015-05-24,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,15,Approve in Full
236,2015060422926,2015-05-29,2015-05-01,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Food & Drink; Food & Drink,0,Deny
237,2015060922976,2015-05-29,2014-09-29,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Personal Electronics,0,Deny
238,2015061523145,2015-06-01,2015-05-28,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,425.38,Settle
239,2015061123057,2015-06-03,2015-05-29,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
240,2015061223094,2015-06-03,2015-04-05,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Clothing,0,Deny
241,2015061223093,2015-06-04,2015-05-31,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Computer & Accessories,132.65,Approve in Full
242,2015061623162,2015-06-05,2015-05-11,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,0,Deny
243,2015061823228,2015-06-05,2015-05-24,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Other,16.43,Approve in Full
244,2015061723206,2015-06-08,2015-05-12,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses; Cosmetics & Grooming; Cosmetics & Grooming; Cosmetics & Grooming,0,Deny
245,2015062423387,2015-06-08,2015-05-13,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Electronics,0,Deny
246,2015062423390,2015-06-08,2015-05-29,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Office Equipment & Supplies; Office Equipment & Supplies; Office Equipment & Supplies,0,Deny
247,2015060922994,2015-06-09,2015-05-30,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,56.48,Approve in Full
248,2015060923007,2015-06-10,2015-05-23,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing; Jewelry & Watches,0,Deny
249,2015061923242,2015-06-10,2015-05-12,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Medical/Science,0,Deny
250,2015061923245,2015-06-10,2015-05-28,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Other,150,Approve in Full
251,2015062223332,2015-06-15,2015-05-31,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Clothing,180,Approve in Full
252,2015062323339,2015-06-15,2015-05-08,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,0,Deny
253,2015062523444,2015-06-15,2015-06-04,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,0,Deny
254,2015062323346,2015-06-16,2015-06-14,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
255,2015062323365,2015-06-16,2015-05-16,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
256,2015062323367,2015-06-16,2015-06-15,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Sporting Equipment & Supplies; Travel Accessories,-,-
257,2015062623503,2015-06-17,2015-05-10,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories,0,Deny
258,2015062623451,2015-06-18,2015-06-05,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Toys & Games; Travel Accessories,0,Deny
259,2015062623501,2015-06-22,2015-06-17,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
260,2015062923539,2015-06-23,2015-04-20,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Clothing; Cosmetics & Grooming,249,Approve in Full
261,2015063023561,2015-06-24,2015-05-17,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Home Decor,0,Deny
262,2015062523430,2015-06-25,2015-06-05,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Computer & Accessories,134.9,Settle
263,2015062523431,2015-06-25,2015-06-15,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,0,Deny
264,2015070223630,2015-06-25,2015-06-02,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
265,2015070623655,2015-06-25,2015-06-05,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,815,Approve in Full
266,2015071523847,2015-07-02,2015-06-13,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,0,Deny
267,2015071423794,2015-07-03,2015-06-24,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,90.38,Approve in Full
268,2015070623662,2015-07-06,2015-06-14,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Personal Accessories,150,Approve in Full
269,2015071523834,2015-07-06,2015-07-01,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Audio/Video,899,Approve in Full
270,2015071623858,2015-07-07,2015-06-06,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,463,Approve in Full
271,2015071623873,2015-07-07,2015-06-26,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Sporting Equipment & Supplies,320,Settle
272,2015071623875,2015-07-07,2015-06-11,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Other,0,Deny
273,2015071623884,2015-07-07,2015-05-11,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,125,Approve in Full
274,2015071723923,2015-07-08,2015-06-11,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checkpoint,Cosmetics & Grooming,-,-
275,2015072023975,2015-07-09,2015-06-15,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Baggage/Cases/Purses; Clothing,0,Deny
276,2015072124028,2015-07-09,2015-07-03,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
277,2015072124037,2015-07-10,2015-06-06,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Home Decor,0,Deny
278,2015072824287,2015-07-10,2015-06-29,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
279,2015072124019,2015-07-14,2015-06-05,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
280,2015072124026,2015-07-14,2015-07-02,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
281,2015072124044,2015-07-14,2015-07-06,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,0,Deny
282,2015072124057,2015-07-14,2015-07-12,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
283,2015072224113,2015-07-15,2015-07-09,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories; Personal Electronics,-,-
284,2015072324138,2015-07-15,2015-06-20,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Personal Electronics,0,Deny
285,2015072324140,2015-07-15,2015-06-26,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
286,2015072324158,2015-07-15,2015-07-07,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Cameras,0,Deny
287,2015072324127,2015-07-17,2015-06-13,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
288,2015072424189,2015-07-20,2015-07-14,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Home Decor,75,Approve in Full
289,2015072124078,2015-07-21,2015-07-05,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Personal Electronics,0,Deny
290,2015072424207,2015-07-21,2015-07-19,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Audio/Video,106.24,Approve in Full
291,2015072724243,2015-07-21,2015-07-10,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
292,2015072824268,2015-07-22,2015-07-09,ATL,Hartsfield-Jackson Atlanta International Airport,Property Damage,Checkpoint,Computer & Accessories,1400,Settle
293,2015073124425,2015-07-23,2015-07-17,ATL,Hartsfield-Jackson Atlanta International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches; Jewelry & Watches,-,-
